   1.0000000e+00   4.6000000e+01   1.0000000e+00
   5.6000000e+01   1.0000000e+00   1.0000000e+00
   2.0000000e+00   7.6000000e+01   1.0000000e+00
   8.6000000e+01   2.0000000e+00   1.0000000e+00
   3.0000000e+00   1.4600000e+02   1.0000000e+00
   1.5600000e+02   3.0000000e+00   1.0000000e+00
   4.0000000e+00   1.7600000e+02   1.0000000e+00
   1.8600000e+02   4.0000000e+00   1.0000000e+00
   2.0700000e+02   5.0000000e+00   0.0000000e+00
   5.0000000e+00   2.1600000e+02   0.0000000e+00
   2.1500000e+02   6.0000000e+00   0.0000000e+00
   6.0000000e+00   2.2000000e+02   0.0000000e+00
   1.8500000e+02   7.0000000e+00   2.0000000e+00
   7.0000000e+00   2.0500000e+02   0.0000000e+00
   1.6500000e+02   8.0000000e+00   0.0000000e+00
   8.0000000e+00   1.7500000e+02   2.0000000e+00
   1.4500000e+02   9.0000000e+00   2.0000000e+00
   9.0000000e+00   1.5500000e+02   0.0000000e+00
   1.2500000e+02   1.0000000e+01   0.0000000e+00
   1.0000000e+01   1.3500000e+02   2.0000000e+00
   1.0500000e+02   1.1000000e+01   2.0000000e+00
   1.1000000e+01   1.1500000e+02   0.0000000e+00
   7.5000000e+01   1.2000000e+01   0.0000000e+00
   1.2000000e+01   9.5000000e+01   2.0000000e+00
   5.5000000e+01   1.3000000e+01   2.0000000e+00
   1.3000000e+01   7.5000000e+01   0.0000000e+00
   3.5000000e+01   1.4000000e+01   0.0000000e+00
   1.4000000e+01   4.5000000e+01   2.0000000e+00
   2.4000000e+01   1.5000000e+01   0.0000000e+00
   1.5000000e+01   2.5000000e+01   0.0000000e+00
   1.6000000e+01   1.7000000e+01   0.0000000e+00
   2.6000000e+01   1.6000000e+01   0.0000000e+00
   1.7000000e+01   1.8000000e+01   0.0000000e+00
   1.8000000e+01   1.9000000e+01   0.0000000e+00
   1.9000000e+01   2.0000000e+01   0.0000000e+00
   2.0000000e+01   2.1000000e+01   0.0000000e+00
   2.1000000e+01   2.2000000e+01   0.0000000e+00
   2.2000000e+01   2.3000000e+01   0.0000000e+00
   2.3000000e+01   2.4000000e+01   0.0000000e+00
   2.5000000e+01   3.5000000e+01   0.0000000e+00
   3.6000000e+01   2.6000000e+01   0.0000000e+00
   4.6000000e+01   3.6000000e+01   0.0000000e+00
   4.5000000e+01   5.5000000e+01   2.0000000e+00
   6.6000000e+01   5.6000000e+01   1.0000000e+00
   7.6000000e+01   6.6000000e+01   1.0000000e+00
   9.6000000e+01   8.6000000e+01   0.0000000e+00
   9.5000000e+01   1.0500000e+02   2.0000000e+00
   1.0600000e+02   9.6000000e+01   0.0000000e+00
   1.1600000e+02   1.0600000e+02   0.0000000e+00
   1.1500000e+02   1.2500000e+02   0.0000000e+00
   1.2600000e+02   1.1600000e+02   0.0000000e+00
   1.3600000e+02   1.2600000e+02   0.0000000e+00
   1.3500000e+02   1.4500000e+02   2.0000000e+00
   1.4600000e+02   1.3600000e+02   0.0000000e+00
   1.5500000e+02   1.6500000e+02   0.0000000e+00
   1.6600000e+02   1.5600000e+02   1.0000000e+00
   1.7600000e+02   1.6600000e+02   1.0000000e+00
   1.7500000e+02   1.8500000e+02   2.0000000e+00
   1.9600000e+02   1.8600000e+02   0.0000000e+00
   2.0600000e+02   1.9600000e+02   0.0000000e+00
   2.0500000e+02   2.1500000e+02   0.0000000e+00
   2.1600000e+02   2.0600000e+02   0.0000000e+00
   2.1700000e+02   2.0700000e+02   0.0000000e+00
   2.0900000e+02   2.1700000e+02   0.0000000e+00
   2.1800000e+02   2.0900000e+02   0.0000000e+00
   2.1100000e+02   2.1800000e+02   0.0000000e+00
   2.1900000e+02   2.1100000e+02   0.0000000e+00
   2.1300000e+02   2.1900000e+02   0.0000000e+00
   2.2000000e+02   2.1300000e+02   0.0000000e+00
