   7.5000000e-01   0.0000000e+00
   1.5000000e+00   0.0000000e+00
   3.5000000e+00   0.0000000e+00
   4.2500000e+00   0.0000000e+00
   5.0000000e+00   0.0000000e+00
   5.0000000e+00   2.0000000e+00
   4.4000000e+00   2.0000000e+00
   3.8000000e+00   2.0000000e+00
   3.3000000e+00   2.0000000e+00
   2.7000000e+00   2.0000000e+00
   2.2000000e+00   2.0000000e+00
   1.6000000e+00   2.0000000e+00
   1.1000000e+00   2.0000000e+00
   5.0000000e-01   2.0000000e+00
   0.0000000e+00   2.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   2.2487065e-01
   0.0000000e+00   4.4391889e-01
   0.0000000e+00   6.6587557e-01
   0.0000000e+00   8.8891106e-01
   0.0000000e+00   1.1075546e+00
   0.0000000e+00   1.3410275e+00
   0.0000000e+00   1.5549968e+00
   0.0000000e+00   1.7748808e+00
   1.6878706e-01   2.0000000e+00
   1.8426164e-01   0.0000000e+00
   2.7539731e-01   2.3190991e-01
   1.9746914e-01   4.4943039e-01
   2.8142748e-01   6.6498009e-01
   1.9707212e-01   8.8055736e-01
   2.8492453e-01   1.0908437e+00
   2.0059845e-01   1.2997088e+00
   2.7053972e-01   1.5234959e+00
   2.1285436e-01   1.7483489e+00
   3.3348669e-01   2.0000000e+00
   3.8086334e-01   0.0000000e+00
   5.4671156e-01   2.2951102e-01
   4.3699102e-01   4.4716434e-01
   5.5211426e-01   6.6479301e-01
   4.4096482e-01   8.7896346e-01
   5.5414931e-01   1.0976097e+00
   4.3836434e-01   1.3124413e+00
   5.3811210e-01   1.5328345e+00
   4.3680145e-01   1.7491513e+00
   7.0378793e-01   2.0000000e+00
   5.6882949e-01   0.0000000e+00
   8.0941235e-01   2.3488005e-01
   6.8931268e-01   4.4972391e-01
   8.1626403e-01   6.6847258e-01
   6.9450695e-01   8.8329749e-01
   8.1816051e-01   1.1016448e+00
   6.9032225e-01   1.3171584e+00
   7.9236093e-01   1.5415485e+00
   6.7318994e-01   1.7660554e+00
   8.9894756e-01   2.0000000e+00
   9.4325866e-01   0.0000000e+00
   1.0691913e+00   2.3611879e-01
   9.4680438e-01   4.5335531e-01
   1.0783665e+00   6.7085030e-01
   9.5273131e-01   8.8664312e-01
   1.0804418e+00   1.1050540e+00
   9.4661211e-01   1.3208544e+00
   1.0405651e+00   1.5429415e+00
   9.1922028e-01   1.7688153e+00
   1.1657122e+00   1.7731812e+00
   1.1370639e+00   0.0000000e+00
   1.3276485e+00   2.3062569e-01
   1.2054693e+00   4.5178101e-01
   1.3376257e+00   6.6772083e-01
   1.2125512e+00   8.8946930e-01
   1.3438431e+00   1.1096176e+00
   1.2089657e+00   1.3213787e+00
   1.4895335e+00   1.5593678e+00
   1.2770343e+00   1.5433844e+00
   1.3431118e+00   2.0000000e+00
   1.3168900e+00   0.0000000e+00
   1.5916835e+00   2.2316819e-01
   1.4639368e+00   4.4436329e-01
   1.5947604e+00   6.6207095e-01
   1.4694814e+00   8.8585469e-01
   1.6016723e+00   1.1026692e+00
   1.4790227e+00   1.3291761e+00
   1.7020773e+00   1.5242948e+00
   1.4034735e+00   1.7876672e+00
   1.6354674e+00   1.7690964e+00
   1.7431433e+00   0.0000000e+00
   1.8526329e+00   2.2116837e-01
   1.7221325e+00   4.4022550e-01
   1.8530934e+00   6.5689220e-01
   1.7268795e+00   8.7856479e-01
   1.8655733e+00   1.0877098e+00
   1.7482671e+00   1.3047778e+00
   1.9310751e+00   1.5237637e+00
   1.8554794e+00   1.7569540e+00
   1.7977957e+00   2.0000000e+00
   1.9927351e+00   0.0000000e+00
   2.1120636e+00   2.1958978e-01
   1.9815644e+00   4.3771044e-01
   2.1139161e+00   6.5218665e-01
   1.9882193e+00   8.6966866e-01
   2.1260408e+00   1.0834633e+00
   2.0087657e+00   1.3006775e+00
   2.1670960e+00   1.5232901e+00
   2.0795351e+00   1.7578091e+00
   1.9966101e+00   2.0000000e+00
   2.2457249e+00   0.0000000e+00
   2.3712892e+00   2.1844940e-01
   2.2419532e+00   4.3531650e-01
   2.3744601e+00   6.5039129e-01
   2.2486687e+00   8.6668237e-01
   2.3842367e+00   1.0830987e+00
   2.2651628e+00   1.3008050e+00
   2.4100211e+00   1.5239195e+00
   2.3077711e+00   1.7516526e+00
   2.3713571e+00   2.0000000e+00
   2.5002925e+00   0.0000000e+00
   2.6304006e+00   2.1821483e-01
   2.5021899e+00   4.3442039e-01
