   7.5000000e-01   0.0000000e+00
   1.5000000e+00   0.0000000e+00
   3.5000000e+00   0.0000000e+00
   4.2500000e+00   0.0000000e+00
   5.0000000e+00   0.0000000e+00
   5.0000000e+00   2.0000000e+00
   4.4000000e+00   2.0000000e+00
   3.8000000e+00   2.0000000e+00
   3.3000000e+00   2.0000000e+00
   2.7000000e+00   2.0000000e+00
   2.2000000e+00   2.0000000e+00
   1.6000000e+00   2.0000000e+00
   1.1000000e+00   2.0000000e+00
   5.0000000e-01   2.0000000e+00
   0.0000000e+00   2.0000000e+00
   0.0000000e+00   0.0000000e+00
   6.5557585e-14   4.2223097e-02
  -9.6615684e-13   8.5610707e-02
   8.7602451e-14   1.2895691e-01
  -9.6760187e-13   1.7235381e-01
   8.9339777e-14   2.1573205e-01
  -9.6852908e-13   2.5912016e-01
   9.0010464e-14   3.0252392e-01
  -9.6881704e-13   3.4590451e-01
   9.0250507e-14   3.8931139e-01
  -9.6883699e-13   4.3268564e-01
   9.0307102e-14   4.7608902e-01
  -9.6875806e-13   5.1945905e-01
   9.0267420e-14   5.6285839e-01
  -9.6865918e-13   6.0622714e-01
   9.0168541e-14   6.4962457e-01
  -9.6857938e-13   6.9299567e-01
   9.0027812e-14   7.3639466e-01
  -9.6853948e-13   7.7977224e-01
   8.9855207e-14   8.2317693e-01
  -9.6855336e-13   8.6656561e-01
   8.9656581e-14   9.0998036e-01
  -9.6862969e-13   9.5338524e-01
   8.9437789e-14   9.9681441e-01
  -9.6877801e-13   1.0402412e+00
   8.9205986e-14   1.0836890e+00
  -9.6901046e-13   1.1271441e+00
   8.8968329e-14   1.1706144e+00
  -9.6933832e-13   1.2141051e+00
   8.8732190e-14   1.2576015e+00
  -9.6977287e-13   1.3011358e+00
   8.8499303e-14   1.3446619e+00
  -9.7031064e-13   1.3882482e+00
   8.8253406e-14   1.4318069e+00
  -9.7091779e-13   1.4754532e+00
   8.7935301e-14   1.5190473e+00
  -9.7148938e-13   1.5627593e+00
   8.7379973e-14   1.6063905e+00
  -9.7178428e-13   1.6501725e+00
   8.6144850e-14   1.6938387e+00
  -9.7144168e-13   1.7377027e+00
   8.3559678e-14   1.7813909e+00
  -9.7230991e-13   1.8255514e+00
   5.1232456e-14   1.8691639e+00
  -8.1153313e-13   1.9128003e+00
   3.8931685e-02   1.9554579e+00
  -9.9126696e-13   1.9567535e+00
   4.2822728e-02  -6.9941275e-13
   5.5798775e-02   4.2710222e-02
   3.9503797e-02   8.5532631e-02
   5.4853901e-02   1.2898631e-01
   3.9472844e-02   1.7231978e-01
   5.4704223e-02   2.1577631e-01
   3.9452910e-02   2.5915127e-01
   5.4672238e-02   3.0258008e-01
   3.9446662e-02   3.4595493e-01
   5.4664153e-02   3.8936788e-01
   3.9446215e-02   4.3273976e-01
   5.4665659e-02   4.7614145e-01
   3.9447886e-02   5.1951102e-01
   5.4671246e-02   5.6290524e-01
   3.9450000e-02   6.0627475e-01
   5.4678235e-02   6.4966547e-01
   3.9451712e-02   6.9303814e-01
   5.4685242e-02   7.3642957e-01
   3.9452563e-02   7.7980923e-01
   5.4691551e-02   8.2320568e-01
   3.9452277e-02   8.6659650e-01
   5.4696734e-02   9.1000217e-01
   3.9450644e-02   9.5340861e-01
   5.4700417e-02   9.9682747e-01
   3.9447459e-02   1.0402543e+00
   5.4702133e-02   1.0836900e+00
   3.9442476e-02   1.1271426e+00
   5.4701268e-02   1.1705985e+00
   3.9435422e-02   1.2140827e+00
   5.4697088e-02   1.2575617e+00
   3.9426063e-02   1.3010846e+00
   5.4689069e-02   1.3445895e+00
   3.9414418e-02   1.3881593e+00
   5.4677868e-02   1.4316922e+00
   3.9401200e-02   1.4753184e+00
   5.4667948e-02   1.5188795e+00
   3.9388632e-02   1.5625723e+00
   5.4674359e-02   1.6061548e+00
   3.9381817e-02   1.6499235e+00
   5.4743873e-02   1.6934949e+00
   3.9387958e-02   1.7373461e+00
   5.5114150e-02   1.7807293e+00
   3.9350370e-02   1.8245016e+00
   5.7062421e-02   1.8664690e+00
   4.4225370e-02   1.9084927e+00
   8.0292180e-02   1.9537175e+00
   4.9736863e-02   2.0000000e+00
   9.0101116e-02  -7.4661111e-13
   1.0939899e-01   4.3258156e-02
   8.6712300e-02   8.6089999e-02
   1.0812428e-01   1.2940894e-01
   8.6267162e-02   1.7250749e-01
   1.0777518e-01   2.1595063e-01
   8.6189480e-02   2.5924197e-01
   1.0769418e-01   3.0267324e-01
